SBD,Toan,Van,Anh,Ly,Hoa,Sinh
52010235,8.40,6.50,6.00,5.00,8.75,8.00
52010236,5.60,7.25,3.40,None,None,None
52010237,8.40,5.25,4.80,8.00,8.00,3.75
52010238,3.80,5.25,6.60,None,None,None
52010239,6.00,5.00,3.60,None,None,None
52010240,5.60,5.50,2.40,None,None,None
52010241,6.60,5.25,4.00,None,None,None
52010242,7.40,7.50,9.40,7.00,8.75,6.25
52010243,8.20,8.00,8.80,None,None,None
52010244,8.00,7.00,6.20,7.25,6.50,4.25
52010245,5.60,6.50,3.20,None,None,None
52010246,8.00,7.00,9.20,None,None,None
52010247,4.00,5.75,3.40,None,None,None
52010248,6.60,6.50,3.00,4.00,5.00,4.00
52010249,7.00,6.25,5.00,None,None,None
52010250,6.00,5.75,3.80,None,None,None
52010251,8.80,8.50,9.00,None,None,None
52010252,7.60,7.75,6.60,None,None,None
52010253,7.00,5.00,5.20,None,None,None
52010254,8.60,7.25,7.20,5.50,8.00,8.00
52010255,5.60,6.25,2.80,None,None,None
52010256,7.60,6.50,7.20,None,None,None
52010257,8.20,8.00,7.00,None,None,None
52010258,8.60,5.75,8.40,8.00,6.00,5.00
52010259,4.00,6.25,5.60,None,None,None
52010260,7.40,7.75,6.80,None,None,None
52010261,5.00,5.25,8.20,None,None,None
52010262,3.40,4.25,4.00,None,None,None
52010263,9.00,6.00,6.00,10.00,8.50,3.75
52010264,8.20,5.00,4.60,7.50,7.25,3.75
52010265,6.80,4.00,4.00,None,None,None
52010266,8.00,6.25,5.20,8.00,8.50,5.00
52010267,5.40,4.50,6.80,6.75,5.50,4.25
52010268,3.20,6.50,3.00,None,None,None
52010269,7.40,6.75,5.20,8.00,7.00,3.00
52010270,6.40,6.25,6.20,None,None,None
52010271,4.60,5.75,3.40,None,None,None
52010272,5.20,5.75,3.20,None,None,None
52010273,7.80,6.25,4.00,8.25,8.50,3.00
52010274,7.80,6.50,6.00,7.25,8.00,3.75
52010275,7.60,6.25,7.20,None,None,None
52010276,6.80,6.50,4.80,None,None,None
52010277,8.40,7.75,8.00,6.75,6.00,5.50
52010278,7.40,5.00,5.00,None,None,None
52010279,7.40,5.75,4.80,None,None,None
52010280,7.80,6.00,5.80,None,None,None
52010281,8.20,8.00,6.60,6.50,6.25,4.50
52010282,7.20,7.00,7.20,8.25,5.25,3.25
52010283,5.00,5.25,3.00,None,None,None
52010284,5.20,4.00,4.40,None,None,None
52010285,7.60,8.50,7.40,None,None,None
52010286,8.00,7.00,6.20,None,None,None
52010287,4.40,5.00,None,None,None,None
52010288,7.60,7.50,8.80,None,None,None
52010289,6.20,5.75,4.60,None,None,None
52010290,6.60,8.75,6.60,None,None,None
52010291,9.60,7.50,7.20,9.75,8.75,7.25
52010292,7.80,4.75,5.20,7.00,7.75,3.00
52010293,7.80,6.50,5.40,2.25,7.00,6.25
52010294,4.00,5.50,3.60,None,None,None
52010295,6.80,8.25,8.80,None,None,None
52010296,6.00,6.25,4.20,None,None,None
52010297,8.20,6.25,9.40,7.25,4.50,5.25
52010298,5.80,7.25,3.00,None,None,None
52010299,7.40,6.75,2.80,4.25,5.00,3.00
52010300,6.20,6.25,4.40,4.75,4.50,4.25
52010301,3.60,5.50,3.80,3.75,4.25,3.50
52010302,7.20,6.00,5.00,4.25,4.75,5.50
52010303,9.00,8.25,7.60,None,None,None
52010304,7.60,6.00,5.00,None,None,None
52010305,7.80,5.75,3.40,5.50,7.00,4.00
52010306,7.40,5.75,6.00,None,None,None
52010307,6.00,5.75,4.20,None,None,None
52010308,6.40,6.75,4.40,None,None,None
52010309,5.40,4.25,6.60,None,None,None
52010310,6.20,4.25,3.00,3.75,4.00,2.00
52010311,8.00,7.00,4.60,6.00,4.75,3.75
52010312,6.20,7.75,7.00,7.25,5.50,2.50
52010313,5.20,4.92,4.60,None,None,None
52010314,3.20,2.50,3.60,None,None,None
52010315,8.60,6.25,8.60,9.25,5.50,4.50
52010316,7.20,6.00,3.40,7.00,6.50,3.00
52010317,3.40,4.75,4.00,None,None,None
52010318,7.20,6.50,5.20,6.75,6.75,3.50
52010319,3.20,5.25,4.00,None,None,None
52010320,7.00,6.50,5.40,6.25,5.25,3.25
52010321,6.00,6.00,4.40,None,None,None
52010322,6.00,6.75,1.80,None,None,None
52010323,6.40,5.25,3.00,None,None,None
52010324,4.60,6.25,4.80,None,None,None
52010325,7.40,5.75,7.40,None,None,None
52010326,6.40,5.00,2.60,None,None,None
52010327,3.20,6.00,3.80,None,None,None
52010328,7.00,6.50,3.80,6.00,6.75,6.00
52010329,4.80,6.25,2.80,None,None,None
52010330,5.00,4.50,2.60,None,None,None
52010331,8.20,6.25,3.40,7.75,7.75,5.00
52010332,5.80,6.00,3.40,None,None,None
52010333,4.60,5.00,3.40,None,None,None
52010334,5.60,5.50,3.60,None,None,None
52010335,4.20,4.50,2.80,None,None,None
52010336,7.00,4.75,2.80,5.75,6.50,3.50
52010337,8.00,6.75,4.80,7.75,7.75,3.75
52010338,None,None,None,None,None,None
52010339,5.00,5.50,2.40,None,None,None
52010340,5.60,6.50,3.00,None,None,None
52010341,6.40,4.75,3.80,None,None,None
52010342,8.20,6.00,5.00,7.25,6.50,4.00
52010343,6.00,5.50,4.20,None,None,None
52010344,5.80,5.25,2.20,None,None,None
52010345,7.20,5.00,5.80,5.25,7.00,3.75
52010346,7.20,5.75,4.40,5.00,6.25,4.25
52010347,6.80,6.25,4.40,5.00,5.75,3.50
52010348,4.40,4.75,4.60,4.50,4.50,3.50
52010349,8.60,5.00,4.80,4.50,8.75,8.00
52010350,7.20,6.75,4.00,None,None,None
52010351,7.80,4.00,5.80,6.75,4.75,3.75
52010352,4.80,5.25,3.40,None,None,None
52010353,6.80,5.75,7.40,3.50,3.25,3.50
52010354,7.40,6.00,5.80,5.50,5.25,5.00
52010355,7.00,5.50,3.80,5.50,5.00,4.25
52010356,5.20,4.00,5.60,4.25,4.00,3.50
52010357,7.20,5.00,6.60,6.25,6.75,2.50
52010358,7.40,6.00,8.40,6.25,5.25,3.50
52010359,5.60,6.00,3.80,None,None,None
52010360,7.80,7.00,6.80,8.00,6.75,3.50
52010361,6.60,6.00,3.60,6.25,6.50,4.75
52010362,7.20,6.00,5.40,5.50,4.75,5.00
52010363,4.40,5.00,3.40,None,None,None
52010364,8.40,7.50,4.60,7.25,8.25,5.00
52010365,6.60,6.75,5.00,None,None,None
52010366,7.40,8.25,7.00,6.00,6.25,4.75
52010367,None,None,None,None,None,None
52010368,3.40,5.50,2.00,None,None,None
52010369,6.80,5.00,4.80,None,None,None
52010370,4.60,5.75,2.60,None,None,None
52010371,8.20,6.00,7.60,5.25,6.25,3.75
52010372,6.80,3.00,2.20,2.50,3.25,3.00
52010373,3.00,7.00,4.80,None,None,None
52010374,7.40,4.50,6.00,5.25,7.25,4.25
52010375,7.60,5.25,3.00,6.75,9.00,3.00
52010376,7.80,6.25,9.00,8.50,7.75,5.75
52010377,7.00,6.50,5.60,4.75,8.25,7.50
52010378,6.20,5.75,3.80,None,None,None
52010379,8.00,6.75,3.80,7.75,6.75,4.00
52010380,5.20,5.00,2.80,None,None,None
52010381,7.00,6.50,4.00,5.50,4.25,4.50
52010382,6.00,7.25,4.80,5.50,5.75,3.25
52010383,7.60,7.25,5.80,4.75,6.25,4.50
52010384,5.20,4.75,4.00,None,None,None
52010385,6.80,8.25,8.00,None,None,None
52010386,4.20,6.50,4.00,None,None,None
52010387,7.60,7.50,5.80,6.50,7.50,3.50
52010388,8.60,8.00,6.60,7.75,9.50,5.00
52010389,7.00,7.00,6.80,5.25,4.00,4.75
52010390,7.40,7.00,6.60,4.00,3.00,3.00
52010391,5.80,6.00,2.40,None,None,None
52010392,8.40,5.00,3.00,6.25,7.00,4.00
52010393,7.60,5.75,4.60,5.75,7.25,5.75
52010394,6.00,5.25,2.80,None,None,None
52010395,4.20,5.25,7.40,None,None,None
52010396,7.80,5.75,7.00,5.00,5.50,3.50
52010397,8.20,6.00,6.40,6.75,4.00,4.50
52010398,4.00,5.00,3.00,None,None,None
52010399,6.80,5.75,3.00,5.25,6.50,4.75
52010400,7.80,6.00,3.40,8.00,9.00,5.00
52010401,5.80,5.00,4.20,None,None,None
52010402,8.20,5.50,1.80,6.75,7.00,6.00
52010403,7.60,5.00,7.20,7.00,5.00,3.25
52010404,5.00,6.00,3.60,None,None,None
52010405,7.20,5.75,5.60,None,None,None
52010406,6.80,5.25,3.40,4.25,5.25,3.50
52010407,8.00,5.00,5.40,7.00,7.25,2.50
52010408,5.40,5.00,3.60,None,None,None
52010409,8.00,7.00,6.80,6.00,8.25,3.25
52010410,1.80,6.50,2.40,None,None,None
52010411,5.60,6.25,4.80,None,None,None
52010412,8.00,5.25,3.60,None,None,None
52010413,7.20,7.00,6.60,7.25,7.00,4.75
52010414,7.40,5.25,3.40,7.50,5.75,4.00
52010415,8.00,6.50,6.60,7.00,6.50,5.00
52010416,7.20,3.00,5.60,1.25,5.00,2.75
52010417,4.60,6.25,2.20,None,None,None
52010418,6.20,5.75,4.60,None,None,None
52010419,4.40,6.25,4.00,None,None,None
52010420,5.60,5.75,2.80,None,None,None
52010421,7.20,6.25,3.00,6.25,6.50,3.50
52010422,6.80,7.50,5.00,None,None,None
52010423,7.40,6.00,4.80,None,None,None
52010424,5.80,5.50,3.20,None,None,None
52010425,4.00,5.50,3.60,None,None,None
52010426,7.20,5.50,3.40,6.50,6.25,4.00
52010427,8.00,6.25,4.80,6.25,6.75,4.50
52010428,5.20,6.00,3.80,None,None,None
52010429,8.20,7.00,8.60,5.25,7.00,4.75
52010430,7.60,6.00,5.60,7.25,8.25,3.75
52010431,5.20,5.00,2.20,None,None,None
52010432,8.20,7.25,6.60,None,None,None
52010433,6.00,5.25,5.00,None,None,None
52010434,7.00,7.25,7.80,None,None,None
52010435,4.60,6.00,3.20,None,None,None
52010436,4.80,4.25,5.00,None,None,None
52010437,8.00,7.00,5.20,5.25,5.75,4.00
52010438,6.40,6.25,4.60,None,None,None
52010439,6.40,5.75,6.60,None,None,None
52010440,6.00,3.50,4.20,None,None,None
52010441,4.60,5.00,3.60,None,None,None
52010442,5.60,4.25,3.40,5.50,6.50,4.00
52010443,4.60,6.00,3.60,None,None,None
52010444,7.80,6.25,5.20,7.50,6.75,5.00
52010445,3.80,4.25,2.80,None,None,None
52010446,8.20,8.00,9.40,7.75,7.75,8.50
52010447,7.60,6.75,4.80,5.00,4.75,3.75
52010448,6.00,6.50,3.40,None,None,None
52010449,6.80,5.75,3.40,5.25,5.50,4.50
52010450,8.20,6.75,6.00,8.00,7.50,6.25
52010451,6.60,5.50,7.20,4.75,4.50,3.75
52010452,7.80,5.00,6.80,6.50,5.25,3.75
52010453,7.20,5.75,4.20,6.50,5.75,2.75
52010454,7.20,5.00,8.20,7.25,7.25,2.75
52010455,6.20,6.50,5.00,None,None,None
52010456,8.60,4.75,6.20,7.75,7.75,3.25
52010457,7.20,4.75,4.80,6.75,7.75,4.25
52010458,7.00,5.25,3.80,5.75,5.00,3.25
52010459,6.80,6.25,4.40,5.00,6.00,4.00
52010460,6.20,7.00,3.80,5.25,4.00,1.75
52010461,8.00,7.25,8.00,None,None,None
52010462,8.20,5.50,5.00,6.00,5.75,4.00
52010463,7.20,5.75,3.40,6.75,4.75,3.50
52010464,7.00,6.00,4.80,4.00,5.00,4.00
52010465,8.00,7.00,5.20,7.50,6.75,5.25
52010466,3.80,5.75,2.80,None,None,None
52010467,7.80,7.00,7.00,8.00,4.75,4.25
52010468,5.60,4.75,2.80,None,None,None
52010469,5.20,5.50,3.20,5.25,5.00,4.75
52010470,7.60,8.50,9.20,None,None,None
52010471,6.60,6.50,6.20,None,None,None
52010472,7.40,6.75,4.60,5.75,5.75,3.75
52010473,8.20,5.25,5.40,7.00,7.75,4.25
52010474,6.40,5.25,3.80,None,None,None
52010475,6.80,7.25,6.00,None,None,None
52010476,6.20,5.25,4.80,None,None,None
52010477,6.40,7.00,3.60,None,None,None
52010478,3.80,3.75,7.20,None,None,None
52010479,5.80,5.75,5.60,None,None,None
52010480,5.40,6.00,4.20,None,None,None
52010481,6.40,5.75,3.80,None,None,None
52010482,4.60,5.00,3.60,None,None,None
52010483,4.60,5.25,4.20,None,None,None
52010484,6.40,5.75,3.00,6.25,4.75,3.50
52010485,8.00,6.50,7.40,7.00,7.75,3.25
52010486,7.60,5.50,2.60,None,None,None
52010487,6.80,6.50,5.40,7.00,7.25,4.50
52010488,7.00,6.25,4.00,None,None,None
52010489,8.20,5.25,7.20,6.25,7.00,4.75
52010490,7.60,6.50,6.00,5.25,6.00,5.50
52010491,4.60,5.75,6.00,None,None,None
52010492,6.80,6.75,4.40,None,None,None
52010493,3.80,6.75,3.40,None,None,None
52010494,5.00,3.75,3.80,None,None,None
52010495,7.60,5.75,2.20,7.75,8.75,2.75
52010496,6.60,6.50,3.80,4.75,5.00,4.00
52010497,5.60,3.50,3.40,None,None,None
52010498,6.40,5.25,5.60,5.75,5.00,4.25
52010499,7.80,6.00,5.20,None,None,None
52010500,7.20,6.00,4.80,None,None,None
52010501,6.40,5.25,5.60,None,None,None
52010502,5.40,6.00,4.00,None,None,None
52010503,9.20,4.25,3.80,6.50,7.00,3.50
52010504,5.40,6.50,7.40,None,None,None
52010505,6.80,5.75,5.80,6.25,3.25,3.50
52010506,7.40,3.50,4.00,6.25,7.75,3.75
52010507,6.80,6.50,7.00,6.50,4.25,3.75
52010508,7.80,6.00,5.80,None,None,None
52010509,6.40,6.25,3.80,None,None,None
52010510,4.20,3.50,2.20,None,None,None
52010511,7.80,5.75,6.00,6.75,7.75,4.25
52010512,4.80,5.75,4.00,None,None,None
52010513,5.20,5.50,5.40,3.50,3.00,3.00
52010514,7.00,6.50,7.00,6.00,6.50,4.25
52010515,6.60,7.00,7.20,4.75,5.25,2.75
52010516,4.40,5.75,3.00,None,None,None
52010517,8.20,6.00,4.20,5.50,6.50,5.25
52010518,5.20,6.00,4.00,None,None,None
52010519,7.40,5.50,5.00,None,None,None
52010520,7.00,5.00,1.20,5.50,4.50,2.75
52010521,6.80,6.50,8.20,None,None,None
52010522,6.80,8.25,8.40,None,None,None
52010523,6.80,6.50,2.60,3.00,5.00,3.75
52010524,6.60,5.50,5.00,None,None,None
52010525,5.20,5.00,4.60,None,None,None
52010526,5.80,6.25,5.80,5.00,5.00,3.50
52010527,8.00,7.00,7.40,7.50,5.75,6.50
52010528,3.80,5.50,3.00,None,None,None
52010529,6.60,5.00,3.60,None,None,None
52010530,4.60,5.25,2.80,None,None,None
52010531,4.80,6.25,3.60,None,None,None
52010532,6.80,7.00,5.80,5.75,3.75,3.50
52010533,7.00,7.25,5.60,None,None,None
52010534,6.60,7.25,3.80,None,None,None
52010535,7.80,8.00,7.80,None,None,None
52010536,8.40,6.75,8.80,7.25,4.50,4.75
52010537,5.20,3.25,4.20,None,None,None
52010538,7.60,6.75,4.80,None,None,None
52010539,6.00,5.25,4.20,None,None,None
52010540,6.60,6.25,6.00,None,None,None
52010541,8.00,6.25,4.80,5.25,4.50,3.50
52010542,6.60,6.50,5.60,7.50,5.00,5.25
52010543,5.60,6.25,4.20,5.50,4.25,4.50
52010544,8.20,7.25,5.20,8.00,8.00,4.75
52010545,7.20,5.00,3.60,4.75,5.25,3.25
52010546,6.80,5.00,6.80,None,None,None
52010547,7.00,5.50,6.80,3.75,3.25,5.25
52010548,5.60,5.75,3.60,3.75,4.75,4.00
52010549,7.80,7.00,7.00,5.75,4.50,4.75
52010550,6.80,6.25,3.00,None,None,None
52010551,8.40,6.50,6.80,5.75,7.25,5.00
52010552,5.20,5.50,2.80,None,None,None
52010553,7.00,7.00,4.80,6.00,6.25,3.75
52010554,6.00,6.75,4.20,6.25,4.75,3.50
52010555,6.60,6.75,5.00,5.50,4.00,2.00
52010556,7.20,7.50,4.80,None,None,None
52010557,4.40,5.75,4.00,None,None,None
52010558,6.60,6.25,7.00,7.50,7.50,3.75
52010559,7.40,5.75,4.20,4.50,5.50,3.75
52010560,8.00,7.00,6.20,6.50,5.50,4.00
52010561,6.40,5.00,3.20,None,None,None
52010562,8.20,8.00,3.80,4.50,3.75,2.75
52010563,5.00,5.50,3.60,None,None,None
52010564,8.00,6.00,3.40,6.50,5.75,4.50
52010565,8.00,5.75,8.60,None,None,None
52010566,8.80,6.00,6.80,7.50,7.75,6.75
52010567,7.20,6.25,4.40,None,None,None
52010568,7.60,5.50,4.80,2.75,4.00,3.50
52010569,6.80,4.50,4.80,None,None,None
52010570,4.40,7.50,4.20,None,None,None
52010571,5.60,6.50,4.60,None,None,None
52010572,7.00,5.50,3.80,None,None,None
52010573,7.20,7.75,8.00,7.25,7.75,4.25
52010574,6.40,6.75,6.80,8.75,3.75,4.75
52010575,6.60,5.25,2.60,None,None,None
52010576,6.60,4.50,4.40,3.00,4.25,5.25
52010577,5.20,5.25,2.60,None,None,None
52010578,4.40,6.00,3.80,None,None,None
52010579,7.60,4.00,4.80,5.25,6.50,3.25
52010580,3.60,5.50,3.40,None,None,None
52010581,5.80,5.00,5.00,None,None,None
52010582,7.20,4.00,2.00,None,None,None
52010583,6.40,4.50,2.60,None,None,None
52010584,6.80,6.75,5.80,None,None,None
52010585,5.00,5.00,6.40,None,None,None
52010586,7.00,7.00,6.80,5.75,3.25,3.25
52010587,7.60,6.75,5.80,None,None,None
52010588,3.20,5.50,3.20,None,None,None
52010589,5.80,7.75,4.20,None,None,None
52010590,7.60,7.75,6.40,4.50,6.00,3.75
52010591,6.60,6.50,5.40,7.00,6.00,5.00
52010592,4.00,7.00,2.80,None,None,None
52010593,7.60,7.75,6.80,7.00,8.00,4.25
52010594,7.20,4.50,4.40,None,None,None
52010595,3.20,4.75,3.00,None,None,None
52010596,4.80,5.50,6.80,None,None,None
52010597,5.00,6.25,9.40,None,None,None
52010598,7.40,7.50,5.40,6.50,6.00,5.00
52010599,6.20,6.58,3.60,None,None,None
52010600,8.80,7.50,6.00,7.50,7.75,3.50
52010601,7.20,7.75,8.20,None,None,None
52010602,7.40,5.25,4.40,5.75,6.50,4.00
52010603,7.20,7.00,6.00,None,None,None
52010604,8.60,7.50,7.40,8.50,9.25,6.00
52010605,7.80,6.25,4.80,None,None,None
52010606,7.60,5.25,5.20,5.75,4.00,4.25
52010607,7.40,6.25,6.40,None,None,None
52010608,6.20,5.50,5.80,6.25,6.25,2.75
52010609,7.80,6.50,4.80,6.50,7.00,4.00
52010610,7.60,6.50,4.00,None,None,None
52010611,6.40,6.50,4.00,None,None,None
52010612,8.00,6.75,6.60,7.75,8.00,4.25
52010613,8.60,6.50,8.40,8.00,8.25,3.25
52010614,5.60,5.75,2.80,None,None,None
52010615,2.60,5.00,4.60,None,None,None
52010616,3.20,6.00,4.60,None,None,None
52010617,7.80,5.75,4.40,6.00,7.50,4.25
52010618,8.00,5.50,5.80,6.50,5.50,4.50
52010619,3.20,5.75,3.40,None,None,None
52010620,2.00,6.75,2.60,None,None,None
52010621,6.60,6.00,4.00,None,None,None
52010622,7.60,4.75,6.20,6.75,6.75,4.00
52010623,5.00,5.50,3.80,None,None,None
52010624,8.20,6.00,2.80,5.25,5.75,4.00
52010625,8.00,6.25,7.80,5.00,5.75,7.00
52010626,6.20,4.75,2.80,None,None,None
52010627,7.20,5.00,4.40,5.25,6.25,4.00
52010628,6.40,5.75,5.00,4.75,4.25,3.50
52010629,7.40,6.75,6.60,3.75,4.50,4.25
52010630,5.20,5.25,5.20,5.25,5.00,4.25
52010631,7.00,5.75,5.40,None,None,None
52010632,5.00,7.00,4.80,None,None,None
52010633,5.80,6.75,4.60,5.75,3.75,2.25
52010634,7.20,6.50,6.40,None,None,None
52010635,6.60,7.50,6.20,4.50,5.25,3.50
52010636,5.80,7.75,5.60,None,None,None
52010637,7.00,6.75,2.20,None,None,None
52010638,7.20,6.25,6.60,7.75,6.50,5.25
52010639,7.80,7.00,6.80,8.75,8.25,5.25
52010640,5.20,5.75,3.80,None,None,None
52010641,6.20,6.25,3.00,None,None,None
52010642,7.80,7.25,5.20,6.25,5.50,3.25
52010643,8.60,7.50,6.60,None,None,None
52010644,6.00,6.75,4.60,6.00,7.50,4.75
52010645,3.20,5.50,3.20,None,None,None
52010646,6.40,6.25,3.40,None,None,None
52010647,6.80,7.50,4.20,None,None,None
52010648,6.20,6.00,4.80,6.00,5.00,3.75
52010649,6.40,6.00,4.00,None,None,None
52010650,8.20,6.75,5.20,8.25,8.00,5.50
52010651,6.20,7.25,4.40,None,None,None
52010652,5.40,6.75,3.60,4.50,4.75,3.75
52010653,4.60,6.25,5.00,None,None,None
52010654,5.20,7.00,4.80,None,None,None
52010655,6.80,5.25,2.40,None,None,None
52010656,6.80,6.00,3.60,6.00,5.75,3.75
52010657,7.60,6.50,4.60,8.25,7.75,5.00
52010658,5.80,6.75,4.00,None,None,None
52010659,7.20,6.00,3.60,6.50,5.75,3.75
52010660,5.20,7.00,5.00,None,None,None
52010661,7.20,6.50,5.80,None,None,None
52010662,4.80,5.50,2.40,None,None,None
52010663,7.80,7.00,6.80,None,None,None
52010664,5.80,6.75,4.00,None,None,None
52010665,7.20,7.00,4.20,5.25,2.75,5.00
52010666,5.60,6.00,2.80,None,None,None
52010667,5.60,6.00,2.80,None,None,None
52010668,5.80,7.50,3.00,None,None,None
52010669,6.40,7.25,5.80,None,None,None
52010670,8.40,6.75,3.60,6.00,8.25,4.50
52010671,7.40,5.75,2.20,4.00,4.00,3.00
52010672,8.40,6.00,4.20,6.50,8.50,4.75
52010673,7.60,7.00,5.60,8.00,8.00,4.00
52010674,7.20,6.75,6.00,5.75,5.00,3.25
52010675,5.60,5.50,3.60,None,None,None
52010676,5.40,5.25,3.20,5.25,4.50,4.25
52010677,8.20,5.75,3.60,5.25,6.50,3.25
52010678,5.40,5.75,2.20,None,None,None
52010679,4.40,4.50,3.40,None,None,None
52010680,7.40,4.50,4.20,7.25,6.25,2.75
52010681,6.80,5.00,6.20,None,None,None
52010682,5.80,4.75,2.40,None,None,None
52010683,7.20,5.25,1.60,4.00,5.00,2.50
52010684,4.80,6.25,3.40,None,None,None
52010685,5.40,6.50,3.80,None,None,None
52010686,8.00,6.75,9.20,6.25,6.00,4.25
52010687,6.00,6.25,3.80,None,None,None
52010688,5.60,5.25,5.00,None,None,None
52010689,7.60,5.75,4.80,5.75,5.50,3.75
52010690,7.40,5.75,5.80,6.00,7.25,7.50
52010691,5.60,5.25,3.40,None,None,None
52010692,7.60,8.50,4.40,7.00,7.00,5.25
52010693,3.60,5.25,4.00,None,None,None
52010694,6.00,6.00,2.80,5.50,7.50,3.50
52010695,7.00,4.00,3.80,None,None,None
52010696,5.20,6.00,3.20,None,None,None
52010697,5.40,6.00,4.60,None,None,None
52010698,3.80,6.00,4.00,None,None,None
52010699,7.40,6.75,2.80,4.75,5.00,4.00
52010700,5.20,7.50,3.00,None,None,None
52010701,6.60,6.00,4.80,None,None,None
52010702,6.80,7.25,6.80,4.00,5.00,3.75
52010703,8.40,7.25,8.20,8.50,6.25,5.25
52010704,7.60,6.25,3.60,7.50,4.75,4.25
52010705,5.40,5.50,3.00,None,None,None
52010706,7.60,5.75,4.60,3.50,4.50,3.25
52010707,6.20,4.75,2.60,4.75,5.00,2.75
52010708,8.40,7.25,4.40,8.50,7.75,3.50
52010709,7.60,5.00,4.00,7.50,6.75,4.00
52010710,3.60,5.75,2.40,None,None,None
52010711,6.00,6.25,5.40,5.75,6.75,3.50
52010712,6.80,7.75,8.60,None,None,None
52010713,8.20,8.00,6.60,8.50,8.00,6.00
52010714,6.40,6.25,4.00,None,None,None
52010715,3.20,5.00,3.60,None,None,None
52010716,8.20,7.50,7.00,None,None,None
52010717,8.20,6.00,5.40,None,None,None
52010718,7.40,5.25,4.00,5.75,6.25,3.00
52010719,7.60,7.25,5.80,None,None,None
52010720,7.40,6.75,5.00,None,None,None
52010721,5.00,6.00,2.40,None,None,None
52010722,3.80,6.50,4.00,None,None,None
52010723,5.40,5.75,3.40,5.25,6.50,3.25
52010724,6.80,7.25,5.80,None,None,None
52010725,6.20,7.25,4.60,None,None,None
52010726,7.20,6.25,2.80,4.00,4.00,2.50
52010727,8.00,6.75,7.80,None,None,None
52010728,5.40,7.00,3.80,None,None,None
52010729,5.80,4.50,3.80,None,None,None
52010730,7.40,8.00,6.40,4.75,7.50,4.25
52010731,6.60,5.50,3.80,4.50,3.25,3.25
52010732,5.20,7.00,2.80,5.25,3.25,5.00
52010733,6.20,6.25,5.20,None,None,None
52010734,6.60,5.75,3.40,5.25,6.50,4.25
52010735,4.20,5.25,3.00,None,None,None
52010736,8.80,6.50,5.40,8.75,7.25,4.50
52010737,5.60,5.25,3.00,None,None,None
52010738,5.80,3.73,3.00,5.25,4.50,2.25
52010739,6.40,5.75,5.40,None,None,None
52010740,4.60,7.50,2.00,None,None,None
52010741,7.40,7.25,7.00,7.25,8.00,4.75
52010742,5.80,3.25,4.40,None,None,None
52010743,6.40,5.75,4.40,5.75,3.75,2.00
52010744,4.60,6.50,4.40,5.25,6.25,3.25
52010745,7.40,6.00,3.00,5.50,5.25,3.75
52010746,5.40,5.50,5.00,None,None,None
52010747,6.80,6.75,4.00,7.00,5.00,3.50
52010748,6.60,5.25,2.40,4.50,3.25,4.25
52010749,8.40,9.00,8.00,None,None,None
52010750,4.80,4.50,1.40,None,None,None
52010751,6.00,5.50,2.60,None,None,None
52010752,4.60,6.50,2.60,None,None,None
52010753,5.20,5.00,3.60,None,None,None
52010754,6.40,6.00,6.00,4.00,5.75,3.75
52010755,5.20,4.25,2.80,None,None,None
52010756,7.20,5.50,4.00,5.75,5.50,5.00
52010757,7.20,6.25,2.60,None,None,None
52010758,6.00,6.25,2.80,None,None,None
52010759,7.20,7.00,4.60,5.25,5.00,4.50
52010760,6.00,6.50,3.20,None,None,None
52010761,4.80,4.00,2.80,4.25,5.50,2.75
52010762,5.60,5.25,3.80,None,None,None
52010763,8.00,6.00,8.20,6.50,5.50,4.00
52010764,6.20,5.25,5.00,5.50,5.25,3.25
52010765,7.20,6.75,5.40,6.00,7.75,4.75
52010766,3.00,4.00,5.60,None,None,None
52010767,6.60,5.75,2.20,None,None,None
52010768,7.40,7.50,6.80,6.75,5.25,5.00
52010769,7.80,5.75,6.20,6.25,6.75,5.50
52010770,4.40,5.50,2.80,None,None,None
52010771,4.60,5.50,3.40,None,None,None
52010772,8.20,7.50,6.60,7.50,8.00,5.50
52010773,8.20,6.25,5.80,4.00,5.25,4.00
52010774,5.60,6.00,4.40,5.50,4.00,2.75
52010775,6.80,7.00,2.80,None,None,None
52010776,6.80,7.25,4.20,None,None,None
52010777,6.60,5.75,2.20,None,None,None
52010778,7.40,6.50,6.40,7.50,5.50,2.50
52010779,5.60,6.00,2.60,None,None,None
52010780,7.80,6.50,2.20,5.75,6.25,3.00
52010781,4.40,5.25,4.80,None,None,None
52010782,6.80,5.25,3.60,6.25,7.00,3.75
52010783,7.20,8.00,7.00,4.25,5.25,3.00
52010784,3.00,3.75,2.40,None,None,None
52010785,6.00,6.75,2.60,None,None,None
52010786,4.80,6.25,3.40,None,None,None
52010787,7.60,7.00,8.00,8.00,8.00,4.50
52010788,4.60,7.00,2.60,None,None,None
52010789,4.40,4.25,3.00,None,None,None
52010790,7.60,6.00,6.80,None,None,None
52010791,8.00,6.00,7.20,6.00,7.25,7.25
52010792,7.20,6.00,1.60,None,None,None
52010793,4.80,5.00,2.80,None,None,None
52010794,7.60,5.50,2.80,3.75,3.75,4.25
52010795,7.00,6.25,7.60,8.25,6.25,3.50
52010796,8.20,7.75,5.40,7.25,7.75,4.75
52010797,7.60,5.25,2.60,None,None,None
52010798,8.40,6.75,6.20,6.75,6.25,3.50
52010799,5.20,7.25,4.00,None,None,None
52010800,5.60,5.25,2.00,None,None,None
